"FullName","Length","Extension","LastWriteTime"
"C:\Users\IA_Journal_Hub\whatsapp-bot\logs\bot.log","85041",".log","4/22/2026 11:24:46 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\logs\health.json","138",".json","4/22/2026 11:24:45 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\logs\live_progress.jsonl","36447",".jsonl","4/19/2026 8:09:21 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-02-06_add_bot_tenants_schema.sql","11264",".sql","2/6/2026 1:39:38 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-02-06_add_bot_tenants_schema_CLEAN.sql","5537",".sql","2/18/2026 4:40:48 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-02-06_setup_kassangas_tenant.sql","13777",".sql","2/6/2026 12:34:28 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-11-12_add_alphadome_tables.sql","6377",".sql","11/12/2025 12:37:27 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-11-12_alphadome_full_schema_for_staging.sql","6496",".sql","11/12/2025 1:00:08 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2025-11-12_remove_alphadome_objects.sql","794",".sql","11/12/2025 12:45:56 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-05_kassangas_config.json","805",".json","4/14/2026 9:28:28 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-05_setup_kassangas_tenant.sql","6871",".sql","4/14/2026 9:28:28 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-06_create_product_variants_table.sql","903",".sql","2/6/2026 2:41:08 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-06_insert_kassangas_test_tenant_and_products.sql","5323",".sql","2/7/2026 3:52:38 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-07_create_product_portfolio_tables.sql","2272",".sql","2/7/2026 1:32:34 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-07_get_catalog_rpc.sql","1533",".sql","2/7/2026 7:09:53 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-07_seed_portfolio_rpc.sql","6585",".sql","2/7/2026 4:23:48 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-08_get_conversation_context_rpc.sql","864",".sql","2/8/2026 10:43:37 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-08_get_templates_by_tenant_rpc.sql","552",".sql","2/8/2026 12:10:19 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-08_get_tenant_by_wa_rpc.sql","1753",".sql","2/8/2026 8:35:10 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-08_get_training_by_tenant_rpc.sql","582",".sql","2/8/2026 12:20:52 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-08_update_kassangas_whatsapp_ids.sql","686",".sql","2/8/2026 11:27:08 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-10_add_llm_usage_columns_to_conversations.sql","347",".sql","2/11/2026 8:14:15 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-13_create_bot_tenants_table.sql","1006",".sql","2/13/2026 1:25:41 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-13_create_tenant_rpcs.sql","2190",".sql","2/13/2026 1:25:41 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-02-13_create_whatsapp_phone_tenant_mapping.sql","939",".sql","2/13/2026 1:25:41 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-03-02_train_kassangas_product_knowledge.sql","19078",".sql","4/14/2026 9:28:28 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-03-06_create_bot_orders_table.sql","989",".sql","3/6/2026 7:31:50 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-04-16_enhance_get_catalog_rpc_media_links.sql","1907",".sql","4/16/2026 6:03:28 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-04-20_writers_flow_tables.sql","3707",".sql","4/20/2026 6:17:29 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-04-26_add_whatsapp_columns_to_bot_tenants.sql","208",".sql","4/26/2026 9:00:04 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-05-03_create_writers_flow_tables.sql","1820",".sql","5/5/2026 1:24:26 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations\2026-07-01_create_abos_integration_tables.sql","5359",".sql","7/1/2026 1:00:41 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations_backup\2026-02-13_create_bot_tenants_table.sql","1163",".sql","2/13/2026 11:00:44 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations_backup\2026-02-13_create_tenant_rpcs.sql","2190",".sql","2/13/2026 7:34:10 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\migrations_backup\2026-02-13_create_whatsapp_phone_tenant_mapping.sql","1102",".sql","2/13/2026 11:00:44 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\IMPLEMENTATION_SUMMARY.md","10933",".md","6/19/2026 10:30:42 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\INTEGRATION_GUIDE.md","10486",".md","6/19/2026 10:28:57 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\minihack-router.js","7149",".js","6/19/2026 10:29:43 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\README.md","11195",".md","6/19/2026 10:29:43 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\classifier.js","6754",".js","6/19/2026 10:27:09 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\config.js","3739",".js","6/19/2026 10:27:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\contentBriefGenerator.js","9119",".js","6/19/2026 10:27:48 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\index.js","329",".js","6/19/2026 10:28:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\llmService.js","6512",".js","6/19/2026 10:27:48 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\orchestrator.js","7003",".js","6/19/2026 10:28:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\package.json","612",".json","6/19/2026 10:27:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\README.md","8936",".md","6/19/2026 10:28:57 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\minihack\bounty2-trendjack\sources.js","12031",".js","6/19/2026 10:27:08 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\agent-demo-modal.html","21060",".html","2/25/2026 9:09:08 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\brand-logo-new.png","1432685",".png","2/18/2026 6:16:05 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\client-discovery-form.html","20210",".html","7/15/2026 12:24:53 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\CLIENT_ONBOARDING_EMAIL_SEQUENCE.md","11468",".md","7/14/2026 9:59:52 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\gsap-animations.js","230",".js","2/18/2026 6:45:05 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\homepage-updated.html","17836",".html","7/15/2026 12:25:22 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\index.html","33728",".html","7/14/2026 10:15:22 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\input.css","62",".css","5/1/2026 1:07:19 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\kassangas-client-wallet.html","43330",".html","7/14/2026 6:41:34 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\kassangas-merchant-portal.html","29301",".html","7/14/2026 6:41:25 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\kassangas-music-shop.html","12221",".html","7/9/2026 3:35:08 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\logo-bg.mp4","9132431",".mp4","2/19/2026 2:10:08 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\onboarding.css","5841",".css","4/22/2026 1:29:41 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\portfolio-viewer.html","9845",".html","4/20/2026 3:47:47 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\portfolio.html","26566",".html","3/10/2026 4:13:30 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\privacy-policy.html","2698",".html","4/28/2026 1:26:21 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\README_WEBSITE_UPGRADE.md","14632",".md","7/14/2026 10:01:43 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\styles.css","62",".css","2/18/2026 6:45:05 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\tenant_onboarding.html","8434",".html","4/22/2026 1:29:40 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\untitled-design.gif","41810481",".gif","2/18/2026 4:39:10 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\WEBSITE_COPY_LIBRARY.md","15020",".md","7/14/2026 9:59:51 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\WEBSITE_POSITIONING_GUIDE.md","14508",".md","7/14/2026 9:56:08 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\WEBSITE_UPGRADE_ROADMAP.md","11215",".md","7/14/2026 10:00:42 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\images\whatsapp-3d.png","340588",".png","2/12/2026 8:59:32 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\public\media\tmp8vk_rsaa.mp4","0",".mp4","4/30/2026 5:44:03 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\routes\mpesa.js","424",".js","10/30/2025 7:04:20 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_build_pipeline_logs.cjs","12869",".cjs","7/6/2026 3:19:33 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_build_social_intent_hunt.cjs","6354",".cjs","7/6/2026 3:31:58 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_build_targets.cjs","5303",".cjs","7/3/2026 9:41:12 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_deep_research_mixed.cjs","11354",".cjs","7/6/2026 1:00:29 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_enrich_top20.cjs","5648",".cjs","7/3/2026 9:54:23 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_enrich_verify_first.cjs","5402",".cjs","7/6/2026 1:09:33 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_extract_workbook.cjs","1060",".cjs","7/3/2026 11:29:20 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_fast_pipeline.cjs","5900",".cjs","7/6/2026 11:44:18 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_finalize_mixed_queue.cjs","3208",".cjs","7/6/2026 1:04:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_generate_batch2_messages.cjs","5624",".cjs","7/6/2026 2:09:05 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_make_send_queue.cjs","1744",".cjs","7/6/2026 11:46:39 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_make_top10.cjs","2829",".cjs","7/6/2026 11:53:19 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_make_workbook.cjs","2272",".cjs","7/3/2026 11:29:19 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_prepare_next_day.cjs","8954",".cjs","7/6/2026 1:52:50 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_record_batch2_progress.cjs","4114",".cjs","7/6/2026 2:57:55 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_recover_failed.cjs","4976",".cjs","7/6/2026 12:55:43 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_research_hidden_champions.cjs","10599",".cjs","7/6/2026 2:02:08 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_run_social_listening.cjs","10659",".cjs","7/6/2026 3:49:50 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_seed_targets.cjs","5539",".cjs","7/3/2026 9:45:42 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_snapshot_status.cjs","4828",".cjs","7/6/2026 1:45:06 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\aboss_validate_production.cjs","1739",".cjs","7/3/2026 9:35:12 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\admin_suite_smoke.cjs","5154",".cjs","4/21/2026 3:46:44 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\register_alphadome_tenant.sql","833",".sql","4/30/2026 7:31:17 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\render_env_sync.ps1","5448",".ps1","4/20/2026 6:17:29 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\update_kassangas_access_token.sql","541",".sql","4/27/2026 3:29:53 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\update_kassangas_tenant.sql","652",".sql","4/27/2026 2:08:00 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\update_kassangas_tenant_use_alt_waba.sql","284",".sql","4/27/2026 2:13:16 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\abos\abos_sheet_mapping.json","4522",".json","7/1/2026 1:00:28 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\abos\import_abos_to_supabase.cjs","15579",".cjs","7/1/2026 1:48:15 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\scripts\abos\validate_abos_workbook.cjs","5164",".cjs","7/1/2026 1:23:45 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\config.toml","13520",".toml","10/24/2025 9:07:56 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\cli-latest","7","","10/24/2025 8:40:50 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\gotrue-version","8","","10/24/2025 9:06:24 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\pooler-url","93","","10/24/2025 9:06:24 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\postgres-version","10","","10/24/2025 9:06:21 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\project-ref","20","","10/24/2025 9:06:31 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\rest-version","7","","10/24/2025 9:06:25 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\storage-migration","16","","10/24/2025 9:06:30 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\.temp\storage-version","7","","10/24/2025 9:06:25 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\functions\whatsapp-webhook\.npmrc","221",".npmrc","10/24/2025 9:07:56 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\functions\whatsapp-webhook\deno.json","20",".json","10/24/2025 9:07:56 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\supabase\functions\whatsapp-webhook\index.ts","2277",".ts","10/25/2025 9:04:21 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\utils\diagnostics.js","1269",".js","10/16/2025 7:01:07 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\utils\healthMonitor.js","1628",".js","10/17/2025 8:01:57 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\utils\logger.js","2142",".js","2/9/2026 3:05:55 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\utils\messenger.js","6665",".js","2/9/2026 3:05:53 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\utils\tenantSmtpConfig.js","1241",".js","2/18/2026 4:40:48 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\api.js","474",".js","2/17/2026 3:27:59 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\emailSender.js","1708",".js","4/20/2026 6:17:29 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\hfLLM.js","3929",".js","5/20/2026 12:06:41 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\index.js","278",".js","5/15/2026 12:04:15 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\intentHandler.js","690",".js","5/15/2026 12:00:32 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\llmService.js","2564",".js","5/15/2026 11:59:35 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\orchestrator.js","11539",".js","5/15/2026 12:02:52 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\qualifier.js","12522",".js","5/13/2026 3:29:03 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\queryGenerator.js","2890",".js","5/14/2026 9:32:17 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\scheduler.js","1574",".js","5/5/2026 1:24:26 PM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\scraper.js","24160",".js","5/14/2026 9:34:49 AM"
"C:\Users\IA_Journal_Hub\whatsapp-bot\writers_flow\test_email.js","1931",".js","5/13/2026 3:29:03 PM"
